Journal Name,Publisher,Initial Link,ISSN,APC,Quartile,Scopus Status,Review Time
Journal of the American College of Cardiology,Elsevier,https://www.elsevier.com/journals/journal-of-the-american-college-of-cardiology/0735-1097/open-access-options,2772-3747,Has APC (See https://www.sciencedirect.com/journal/jacc-asia/publish/open-access-options),Q1,Indexed,Not Available
BJS Open,Oxford University Press,https://academic.oup.com/bjsopen/pages/general-instructions#production,2474-9842,Has APC (See https://academic.oup.com/bjsopen/pages/General-Instructions),Q1,Indexed,20 weeks
Current Problems in Cardiology,Elsevier Inc.,https://www.elsevier.com/journals/current-problems-in-cardiology/0146-2806/open-access-options,Not Available,Unknown,Not Available,Indexed,Not Available
Cardiovascular Research,Wiley,https://academic.oup.com/cardiovascres/subscribe,"2090-6404, 2090-6412",Has APC (See https://onlinelibrary.wiley.com/page/journal/4208/homepage/open-access),Q1,Indexed,Not Available
Basic Research in Cardiology,Frontiers Media S.A.,https://www.springer.com/journal/395/how-to-publish-with-us#Fees%20and%20Funding,2674-0338,Has APC (See https://www.frontiersin.org/journals/drug-discovery/for-authors/publishing-fees),Q1,Indexed,Not Available
Progress in Cardiovascular Diseases,W.B. Saunders,https://www.elsevier.com/journals/progress-in-cardiovascular-diseases/0033-0620/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
European Journal of Preventive Cardiology,Oxford University Press,https://academic.oup.com/eurjpc/subscribe,Not Available,Unknown,Q1,Indexed,Not Available
Trends in Cardiovascular Medicine,Atatürk University,https://www.elsevier.com/journals/trends-in-cardiovascular-medicine/1050-1738/open-access-options,3062-3308,No APC (DOAJ),Q1,Indexed,Not Available
Atherosclerosis,«REMEDIUM GROUP» Ltd.,https://www.elsevier.com/journals/atherosclerosis/0021-9150/open-access-options,"2307-1109, 2658-5952",No APC (DOAJ),Q1,Indexed,Not Available
JAMA Cardiology,American Medical Association,https://jamanetwork.com/journals/jamacardiology/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
JAMA Neurology,American Medical Association,https://jamanetwork.com/journals/jamaneurology/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
Neurology,Cambridge University Press,https://www.neurology.org/open-access/neuro,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q1,Indexed,Not Available
Stroke and Vascular Neurology,BMJ Publishing Group,https://svn.bmj.com/pages/authors/#article_processing_charges,"2059-8688, 2059-8696",Has APC (See https://svn.bmj.com/pages/authors/#article_processing_charges),Q1,Indexed,15 weeks
Translational Stroke Research,Springer,https://www.springer.com/journal/12975/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Neurology,Springer Science and Business Media Deutschland GmbH,https://www.springer.com/journal/415/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Affective Disorders,Elsevier B.V.,https://www.elsevier.com/journals/journal-of-affective-disorders/0165-0327/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
CNS Drugs,"ISSN: 11791934, 11727047 Journal Scope: Medicine",https://www.springer.com/journal/40263/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
SLEEP,Elsevier,https://academic.oup.com/sleep/pages/General_Instructions#OpenAccess,2949-7892,Has APC (See https://www.sciencedirect.com/journal/chest-pulmonary/publish/open-access-options),Q1,Indexed,Not Available
Current Neurology and Neuroscience Reports,Current Medicine Group,https://www.springer.com/journal/11910/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Neurosurgery,Shahid Beheshti University of Medical Sciences,https://thejns.org/page/journal-of-neurosurgery-information-for-authors,"2383-1871, 2383-2096",No APC (DOAJ),Q1,Indexed,Not Available
Neurorehabilitation and Neural Repair,SAGE Publications Inc.,https://journals.sagepub.com/author-instructions/NNR,Not Available,Unknown,Q1,Indexed,Not Available
Parkinsonism & Related Disorders,Elsevier,https://www.elsevier.com/journals/parkinsonism-and-related-disorders/1353-8020/open-access-options,2590-1125,Has APC (See https://www.sciencedirect.com/journal/clinical-parkinsonism-and-related-disorders/publish/open-access-options),Not Available,Likely Indexed,Not Available
Epilepsia,Wiley,https://onlinelibrary.wiley.com/page/journal/15281167/homepage/fundedaccess.html,2470-9239,Has APC (See https://onlinelibrary.wiley.com/journal/h/page/journal/24709239/homepage/article_publication_charges.htm),Q1,Indexed,Not Available
Neuropathology and Applied Neurobiology,Wiley-Blackwell Publishing Ltd,https://onlinelibrary.wiley.com/page/journal/13652990/homepage/fundedaccess.html,Not Available,Unknown,Q1,Indexed,Not Available
Bipolar Disorders,Elsevier,https://onlinelibrary.wiley.com/page/journal/13995618/homepage/fundedaccess.html,2950-0044,Has APC (See https://www.elsevier.com/journals/journal-of-mood-and-anxiety-disorders/2950-0044/open-access-information),Q1,Indexed,Not Available
Headache,Shahid Beheshti University of Medical Sciences,https://headachejournal.onlinelibrary.wiley.com/hub/journal/15264610/fundedaccess.html,"2383-1871, 2383-2096",No APC (DOAJ),Q1,Indexed,Not Available
European Journal of Neurology,Cambridge University Press,https://onlinelibrary.wiley.com/page/journal/14681331/homepage/fundedaccess.html,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q1,Indexed,Not Available
CHEST,Elsevier,https://www.elsevier.com/journals/chest/0012-3692/open-access-options,2949-7892,Has APC (See https://www.sciencedirect.com/journal/chest-pulmonary/publish/open-access-options),Q1,Indexed,Not Available
Resuscitation,Elsevier,https://www.elsevier.com/journals/resuscitation/0300-9572/open-access-options,2352-6440,Has APC (See https://www.sciencedirect.com/journal/trauma-case-reports/publish/open-access-options),Q1,Indexed,Not Available
Journal of the American Academy of Dermatology,Elsevier,https://www.elsevier.com/journals/journal-of-the-american-academy-of-dermatology/0190-9622/open-access-options,2950-1989,Has APC (See https://www.sciencedirect.com/journal/jaad-reviews/publish/open-access-options),Q1,Indexed,Not Available
JAMA Dermatology,American Medical Association,https://jamanetwork.com/journals/jamadermatology/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
American Journal of Clinical Dermatology,"ISSN: 11791888, 11750561 Journal Scope: Medicine",https://www.springer.com/journal/40257/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Dermatological Science,Elsevier Ireland Ltd,https://www.elsevier.com/journals/journal-of-dermatological-science/0923-1811/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Dermatologic Clinics,W.B. Saunders,https://www.journals.elsevier.com/dermatologic-clinics,Not Available,Unknown,Q1,Indexed,Not Available
Annals of Emergency Medicine,Elsevier Inc.,https://www.elsevier.com/journals/annals-of-emergency-medicine/0196-0644/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Cell Metabolism,Taylor & Francis Group,https://www.cell.com/cell-metabolism/subscribe,"2162-3945, 2162-397X",Has APC (See https://www.tandfonline.com/action/authorSubmission?journalCode=KADI&page=instructions),Q1,Indexed,Not Available
Endocrine Reviews,The Endocrine Society,https://academic.oup.com/edrv/pages/Author_Guidelines#charges,Not Available,Unknown,Q1,Indexed,Not Available
Nature Metabolism,Nature Portfolio,https://www.nature.com/natmetab/submission-guidelines/publishing-options,2948-2828,Has APC (See https://www.nature.com/npjmetabhealth/open-access),Q1,Indexed,Not Available
Frontiers in Neuroendocrinology,Academic Press Inc.,https://www.elsevier.com/journals/frontiers-in-neuroendocrinology/0091-3022/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Diabetes & Metabolism,Nature Portfolio,https://www.elsevier.com/journals/diabetes-and-metabolism/1262-3636/open-access-options,2948-2828,Has APC (See https://www.nature.com/npjmetabhealth/open-access),Not Available,Likely Indexed,Not Available
Diabetes Research and Clinical Practice,Society of Endocrinology and Metabolism of Turkey,https://www.elsevier.com/journals/diabetes-research-and-clinical-practice/0168-8227/open-access-options,2822-6135,No APC (DOAJ),Q1,Indexed,Not Available
Free Radical Biology & Medicine,Elsevier,https://www.elsevier.com/journals/free-radical-biology-and-medicine/0891-5849/open-access-options,2213-2317,Has APC (See https://www.sciencedirect.com/journal/redox-biology/publish/open-access-options),Not Available,Likely Indexed,Not Available
European Journal of Endocrinology,Bioscientifica,https://eje.bioscientifica.com/page/charges,2235-0802,Has APC (See https://etj.bioscientifica.com/page/charges/publication-charges),Q1,Indexed,Not Available
Antioxidants & Redox Signaling,Elsevier,https://home.liebertpub.com/publications/antioxidants-and-redox-signaling/4/for-authors#openaccess,2667-1379,Has APC (See https://www.sciencedirect.com/journal/advances-in-redox-research/publish/open-access-options),Not Available,Likely Indexed,Not Available
Diabetes Technology & Therapeutics,"MARY ANN LIEBERT, INC Diabetes Technology and TherapeuticsE-ISSN: Publisher: Mary Ann Liebert Inc. Diabetes Technology & TherapeuticsE-ISSN: 1557-8593Publisher: Mary Ann Liebert, Inc. Pharmacology and Therapeutics Part C Clinical Pharmacology and TherapeuticsE-ISSN: Publisher: Pergamon Press Ltd. Clinical Diabetes : A Publication of the American Diabetes AssociationE-ISSN: 1945-4953Publisher: American Diabetes Association Diabetes Spectrum : A Publication of the American Diabetes AssociationE-ISSN: 1944-7353Publisher: American Diabetes Association JOURNAL OF DIABETES SCIENCE AND TECHNOLOGYE-ISSN: 1932-2968Publisher: SAGE PUBLICATIONS INC Journal of Diabetes Science and TechnologyE-ISSN: 19322968Publisher: Diabetes Technology Society Journal of Diabetes Science and TechnologyE-ISSN: 1932-2968Publisher: Diabetes Technology Society ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCHE-ISSN: 2167-9010Publisher: COGNIZANT COMMUNICATION CORP ADVANCED THERAPEUTICSE-ISSN: 2366-3987Publisher: WILEY ALIMENTARY PHARMACOLOGY & THERAPEUTICSE-ISSN: 1365-2036Publisher: WILEY AMERICAN JOURNAL OF THERAPEUTICSE-ISSN: 1536-3686Publisher: LIPPINCOTT WILLIAMS & WILKINS BIOMOLECULES & THERAPEUTICSE-ISSN: 2005-4483Publisher: KOREAN SOC APPLIED PHARMACOLOGY CARDIOVASCULAR THERAPEUTICSE-ISSN: 1755-5922Publisher: WILEY-HINDAWINot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://home.liebertpub.com/publications/diabetes-technology-and-therapeutics/11/for-authors#costs,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Gut,Wiley,https://gut.bmj.com/pages/authors/#article_publishing_charges,2755-1652,No APC (DOAJ),Q1,Indexed,Not Available
Journal of Hepatology,BMJ Publishing Group,https://www.elsevier.com/journals/journal-of-hepatology/0168-8278/open-access-options,"2766-0125, 2976-7296",No APC (DOAJ),Q1,Indexed,Not Available
Gastrointestinal Endoscopy,Georg Thieme Verlag KG,https://www.elsevier.com/journals/gastrointestinal-endoscopy/0016-5107/open-access-options,"2364-3722, 2196-9736",Has APC (See https://cdn0.scrvt.com/9ca5761af4a1cf7bf49dd51537e8f4d1/0cd2156449e6a3a5/bf08e18b76ea/Jan31_APC-list-price-for-2025.xlsx),Q1,Indexed,Not Available
Hepatology International,Wiley,https://www.springer.com/journal/12072/how-to-publish-with-us#Fees%20and%20Funding,"2090-3448, 2090-3456",Has APC (See https://onlinelibrary.wiley.com/page/journal/8282/homepage/open-access),Q1,Indexed,Not Available
Ageing Research Reviews,Elsevier Ireland Ltd,https://www.elsevier.com/journals/ageing-research-reviews/1568-1637/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Journal of the American Medical Directors Association,Elsevier Inc.,https://www.elsevier.com/journals/journal-of-the-american-medical-directors-association/1525-8610/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
GeroScience,SSFIMT,https://www.springer.com/journal/11357/how-to-publish-with-us#Fees%20and%20Funding,"2686-8636, 2686-8709",No APC (DOAJ),Q1,Indexed,Not Available
Circulation Research,Wiley,https://www.ahajournals.org/journal/res,2051-3380,Has APC (See https://onlinelibrary.wiley.com/page/journal/20513380/homepage/article_publication_charges_and_discounts.htm),Q1,Indexed,Not Available
Blood Reviews,Churchill Livingstone,https://www.elsevier.com/journals/blood-reviews/0268-960x/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Thrombosis Research,SAGE Publishing,https://www.elsevier.com/journals/thrombosis-research/0049-3848/open-access-options,"1479-1641, 1752-8984",Has APC (See https://journals.sagepub.com/author-instructions/DVR),Q2,Indexed,Not Available
Transfusion Medicine Reviews,W.B. Saunders,https://www.elsevier.com/journals/transfusion-medicine-reviews/0887-7963/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Annual Review of Immunology,Annual,https://www.annualreviews.org/page/subscriptions/general-information,Not Available,Unknown,Q1,Indexed,Not Available
Nature Immunology,Nature Publishing Group,https://www.nature.com/ni/submission-guidelines/publishing-options,2044-5385,Has APC (See https://www.nature.com/bcj/open-access),Q1,Indexed,Not Available
Science Immunology,Springer,https://www.science.org/content/page/open-access-aaas,1420-9071,Has APC (See https://link.springer.com/journal/18/how-to-publish-with-us),Q1,Indexed,Not Available
Cellular & Molecular Immunology,Springer,https://www.nature.com/cmi/open-access#fees,1420-9071,Has APC (See https://link.springer.com/journal/18/how-to-publish-with-us),Not Available,Likely Indexed,Not Available
"Brain, Behavior, and Immunity",Elsevier,https://www.elsevier.com/journals/brain-behavior-and-immunity/0889-1591/open-access-options,2949-8341,Has APC (See https://www.sciencedirect.com/journal/brain-behavior-and-immunity-integrative/publish/open-access-options),Not Available,Not Available,Not Available
Autoimmunity Reviews,Elsevier B.V.,https://www.elsevier.com/journals/autoimmunity-reviews/1568-9972/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Emerging Infectious Diseases,Taylor & Francis Group,https://wwwnc.cdc.gov/eid/,2222-1751,Free (MU Directory),Q1,Indexed,8 weeks
Journal of Autoimmunity,St. Petersburg branch of the Russian Association of Allergologists and Clinical Immunologists,https://www.elsevier.com/journals/journal-of-autoimmunity/0896-8411/open-access-options,"1563-0625, 2313-741X",No APC (DOAJ),Q1,Indexed,Not Available
Cancer Immunology Research,Elsevier,https://aacrjournals.org/pages/ifora,2666-6790,Has APC (See https://www.elsevier.com/journals/tumour-virus-research/2666-6790/open-access-journal),Q1,Indexed,Not Available
Seminars in Immunopathology,Springer Science and Business Media Deutschland GmbH,https://www.springer.com/journal/281/how-to-publish-with-us,Not Available,Unknown,Q1,Indexed,Not Available
Exercise Immunology Review,Human Kinetics Publishers Inc.,https://pubmed.ncbi.nlm.nih.gov/19957869/,Not Available,Unknown,Q1,Indexed,Not Available
Mucosal Immunology,Elsevier B.V.,https://www.nature.com/mi/open-access#publishing-open-access,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Clinical Immunology,Elsevier,https://www.springer.com/journal/10875/how-to-publish-with-us,1939-4551,Has APC (See https://www.sciencedirect.com/journal/world-allergy-organization-journal/publish/open-access-options),Q1,Indexed,Not Available
Advances in Immunology,MDPI AG,https://www.sciencedirect.com/bookseries/advances-in-immunology,"2451-4934, 2543-6031",Has APC (See https://www.mdpi.com/journal/arm/apc),Q1,Indexed,Not Available
Journal of Travel Medicine,International Travel Medicine Center of Iran,https://academic.oup.com/jtm/subscribe,"2322-1100, 2476-5759",No APC (DOAJ),Q1,Indexed,Not Available
International Journal of Antimicrobial Agents,Elsevier B.V.,https://www.elsevier.com/journals/international-journal-of-antimicrobial-agents/0924-8579/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Infection,Elsevier,https://www.springer.com/journal/15010/how-to-publish-with-us#Fees%20and%20Funding,"1876-0341, 1876-035X",Has APC (See https://www.sciencedirect.com/journal/journal-of-infection-and-public-health/publish/open-access-options),Q1,Indexed,Not Available
International Journal of Hygiene and Environmental Health,Elsevier GmbH,https://www.elsevier.com/journals/international-journal-of-hygiene-and-environmental-health/1438-4639/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Annals of Internal Medicine,SpringerOpen,https://www.acpjournals.org/pb-assets/pdf/AnnalsAuthorInfo-1668720506147.pdf,2110-5820,Has APC (See https://annalsofintensivecare.springeropen.com/about),Q1,Indexed,Not Available
Military Medical Research,BMC,https://mmrjournal.biomedcentral.com/submission-guidelines/fees-and-funding,2054-9369,No APC (DOAJ),Q1,Indexed,8 weeks
Journal of the Royal Society of Medicine,The Royal Society of Chemistry,https://journals.sagepub.com/author-instructions/JRS,2976-8713,No APC (DOAJ),Q1,Indexed,Not Available
JAMA Network Open,JAMA Network,https://store.jamanetwork.com/index.aspx,2689-0186,Has APC (See https://jamanetwork.com/journals/jama-health-forum/pages/open-access-policies),Q1,Indexed,16 weeks
Mayo Clinic Proceedings,Elsevier,https://www.sciencedirect.com/journal/mayo-clinic-proceedings,2949-7612,Has APC (See https://www.sciencedirect.com/journal/mayo-clinic-proceedings-digital-health/publish/open-access-options),Q1,Indexed,Not Available
European Journal of Internal Medicine,Cambridge University Press,https://www.elsevier.com/journals/european-journal-of-internal-medicine/0953-6205/open-access-options,"0924-9338, 1778-3585",Has APC (See https://www.cambridge.org/core/journals/european-psychiatry/information/author-instructions/fees-and-pricing),Q1,Indexed,Not Available
American Journal of Preventive Medicine,Elsevier,https://www.elsevier.com/journals/american-journal-of-preventive-medicine/0749-3797/open-access-options,2772-3747,Has APC (See https://www.sciencedirect.com/journal/jacc-asia/publish/open-access-options),Q1,Indexed,Not Available
Cleveland Clinic Journal of Medicine,Cleveland Clinic Educational Foundation,https://www.ccjm.org/,Not Available,Unknown,Q2,Indexed,Not Available
Journal of General Internal Medicine,BMC,https://www.springer.com/journal/11606/how-to-publish-with-us#Fees%20and%20Funding,1755-8794,Has APC (See https://bmcmedgenomics.biomedcentral.com/about),Q1,Indexed,Not Available
Journal of Evidence-Based Medicine,Zanjan University of Medical Sciences and Health Services,https://onlinelibrary.wiley.com/page/journal/17565391/homepage/fundedaccess.html,"2251-9521, 2980-7670",No APC (DOAJ),Q1,Indexed,Not Available
Chinese Medical Journal,Elsevier,https://edmgr.ovid.com/cmj/accounts/ifauth.htm,2666-5557,Free (MU Directory),Q1,Indexed,17 weeks
British Medical Bulletin,Oxford University Press,https://academic.oup.com/bmb/subscribe,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Urban Health : Bulletin of the New York Academy of Medicine,Not Available,https://www.springer.com/journal/11524/how-to-publish-with-us#Fees%20and%20Funding,Not Available,Unknown,Not Available,Not Available,Not Available
European Journal of Clinical Investigation,John Wiley and Sons Inc,https://onlinelibrary.wiley.com/page/journal/13652362/homepage/forauthors.html,Not Available,Unknown,Q1,Indexed,Not Available
Annals of Family Medicine,"Annals of Family Medicine, Inc",https://www.annfammed.org/content/information-authors,Not Available,Unknown,Q1,Indexed,Not Available
BMJ Evidence-Based Medicine,BMJ Publishing Group,https://ebm.bmj.com/pages/authors/,Not Available,Unknown,Q1,Indexed,Not Available
Panminerva Medica,Edizioni Minerva Medica,https://www.minervamedica.it/en/journals/panminerva-medica/publishing_options.php,Not Available,Unknown,Q3,Indexed,Not Available
Nature Human Behaviour,Nature Publishing Group,https://www.nature.com/nathumbehav/submission-guidelines/publishing-options,Not Available,Unknown,Q1,Indexed,Not Available
Human Reproduction Update,Oxford University Press,https://academic.oup.com/humupd/subscribe,Not Available,Unknown,Q1,Indexed,Not Available
American Journal of Obstetrics & Gynecology MFM,"ELSEVIER American Journal of Obstetrics and Gynecology MFME-ISSN: 25899333Publisher: Elsevier B.V. AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGYE-ISSN: 1097-6868Publisher: MOSBY-ELSEVIER American Journal of Diagnostic Gynecology and ObstetricsE-ISSN: Publisher: Masson Publishing American Journal of Obstetrics and GynecologyE-ISSN: 10976868Publisher: Mosby Inc. EUROPEAN JOURNAL OF OBSTETRICS & GYNECOLOGY AND REPRODUCTIVE BIOLOGYE-ISSN: 1872-7654Publisher: ELSEVIER INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICSE-ISSN: 1879-3479Publisher: WILEY JOURNAL OF GYNECOLOGY OBSTETRICS AND HUMAN REPRODUCTIONE-ISSN: 1773-0430Publisher: ELSEVIER MASSON, CORPORATION OFFICE JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGYE-ISSN: 1743-8942Publisher: TAYLOR & FRANCIS LTD TAIWANESE JOURNAL OF OBSTETRICS & GYNECOLOGYE-ISSN: 1875-6263Publisher: ELSEVIER TAIWAN JOURNAL OF PSYCHOSOMATIC OBSTETRICS & GYNECOLOGYE-ISSN: 1743-8942Publisher: TAYLOR & FRANCIS LTD JOURNAL OF CLINICAL OBSTETRICS AND GYNECOLOGYE-ISSN: 2619-9467Publisher: TURKIYE KLINIKLERI JOURNAL OF OBSTETRICS AND GYNECOLOGY OF INDIAE-ISSN: 0975-6434Publisher: SPRINGER INDIA TURKISH JOURNAL OF OBSTETRICS AND GYNECOLOGYE-ISSN: 2149-9330Publisher: GALENOS PUBL HOUSE Taiwanese Journal of Obstetrics & GynecologyE-ISSN: Publisher: ElsevierNot getting the journal you are searching for? So it most likely not indexed in Scopus, WOS, PubMed, DOAJ, UGC CARE. You might also try: Enter the correct title.Check the spelling of the wordsMake sure you have added spaces between words",https://www.elsevier.com/journals/american-journal-of-obstetrics-and-gynecology-mfm/2589-9333/open-access-options,Not Available,Unknown,Not Available,Likely Indexed,Not Available
Fertility and Sterility,"Royan Institute (ACECR), Tehran",https://www.elsevier.com/journals/fertility-and-sterility/0015-0282/open-access-options,"2008-076X, 2008-0778",Has APC (See http://www.ijfs.ir/page_103.html),Q1,Indexed,Not Available
Reproductive BioMedicine Online,Elsevier Ltd,https://www.elsevier.com/journals/reproductive-biomedicine-online/1472-6483/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Molecular Human Reproduction,Oxford University Press,https://academic.oup.com/molehr/subscribe,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Minimally Invasive Gynecology,Elsevier B.V.,https://www.elsevier.com/journals/the-journal-of-minimally-invasive-gynecology/1553-4650/open-access-options,Not Available,Unknown,Q2,Indexed,Not Available
Obstetrics and Gynecology,Sociedad Materno Fetal,https://shop.lww.com/Obstetrics---Gynecology/p/0029-7844,2519-9994,No APC (DOAJ),Q1,Indexed,Not Available
Cancer Cell,JMIR Publications,https://www.cell.com/cancer-cell/authors,2819-2044,Has APC (See https://xbio.jmir.org/about-journal/article-processing-fees),Q1,Indexed,Not Available
Cancer Discovery,Nature Publishing Group,https://aacrjournals.org/cancerdiscovery,2058-7716,Has APC (See https://www.nature.com/cddiscovery/open-access),Q1,Indexed,Not Available
JAMA Oncology,American Medical Association,https://jamanetwork.com/journals/jamaoncology/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
Nature Cancer,Springer Nature,https://www.nature.com/natcancer/our-publishing-models,2791-3937,No APC (DOAJ),Q1,Indexed,Not Available
Trends in Cancer,Cell Press,https://www.elsevier.com/journals/trends-in-cancer/2405-8033/subscribe?subscriptiontype=personal&dgcid=SD_ecom_referral_journals,Not Available,Unknown,Q1,Indexed,Not Available
Seminars in Cancer Biology,Academic Press,https://www.elsevier.com/journals/seminars-in-cancer-biology/1044-579x/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Cancer Treatment Reviews,W.B. Saunders Ltd,https://www.elsevier.com/journals/cancer-treatment-reviews/0305-7372/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Cancer Research,Shahid Beheshti University of Medical Sciences,https://aacrjournals.org/cancerres,"2383-1871, 2383-2096",No APC (DOAJ),Q1,Indexed,Not Available
Neuro-Oncology,Pan Arab Society of Neurosurgery,https://academic.oup.com/neuro-oncology/subscribe,"1319-6995, 2735-4482",Has APC (See https://pajn.journals.ekb.eg/journal/authors.note),Q1,Indexed,Not Available
Frontiers of Medicine,Frontiers Media S.A.,https://www.springer.com/journal/11684/how-to-publish-with-us#Fees%20and%20Funding,2296-2565,Has APC (See https://www.frontiersin.org/journals/public-health/for-authors/publishing-fees),Q1,Indexed,Not Available
Cancer Letters,BMC,https://www.elsevier.com/journals/cancer-letters/0304-3835/open-access-options,"1425-8153, 1689-1392",Has APC (See https://cmbl.biomedcentral.com/about),Q1,Indexed,Not Available
Oncogene,Springer Nature,https://www.nature.com/onc/open-access#fees,Not Available,Unknown,Q1,Indexed,Not Available
European Urology Oncology,Elsevier,https://www.elsevier.com/journals/european-urology-focus/2588-9311/open-access-options,2666-1683,Has APC (See https://www.sciencedirect.com/journal/european-urology-open-science/publish/open-access-options),Q1,Indexed,Not Available
International Journal of Cancer,Shahid Beheshti University of Medical Sciences,https://onlinelibrary.wiley.com/page/journal/10970215/homepage/fundedaccess.html,"2383-1871, 2383-2096",No APC (DOAJ),Q1,Indexed,Not Available
British Journal of Cancer,BMC,https://www.nature.com/bjc/open-access#fees,1756-9966,Has APC (See https://jeccr.biomedcentral.com/about),Q1,Indexed,Not Available
Leukemia,Springer Nature,https://www.nature.com/leu/open-access#fees,"2287-979X, 2288-0011",Has APC (See https://link.springer.com/journal/44313/how-to-publish-with-us#Fees%20and%20funding),Q1,Indexed,Not Available
Progress in Retinal and Eye Research,Elsevier Ltd,https://www.elsevier.com/journals/progress-in-retinal-and-eye-research/1350-9462/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Ophthalmology,Elsevier,https://www.elsevier.com/journals/ophthalmology/0161-6420/open-access-options,2162-0989,Has APC (See https://www.sciencedirect.com/journal/asia-pacific-journal-of-ophthalmology/publish/open-access-options),Q1,Indexed,Not Available
JAMA Ophthalmology,American Medical Association,https://jamanetwork.com/journals/jamaophthalmology/pages/instructions-for-authors,Not Available,Unknown,Q1,Indexed,Not Available
Annual Review of Vision Science,Annual,https://www.annualreviews.org/page/subscriptions/general-information,Not Available,Unknown,Q1,Indexed,Not Available
Survey of Ophthalmology,Elsevier Inc.,https://www.elsevier.com/journals/survey-of-ophthalmology/0039-6257/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
American Journal of Ophthalmology,Elsevier,https://www.elsevier.com/journals/american-journal-of-ophthalmology/0002-9394/open-access-options,2451-9936,Has APC (See https://www.sciencedirect.com/journal/american-journal-of-ophthalmology-case-reports/publish/open-access-options),Q1,Indexed,Not Available
Current Opinion in Ophthalmology,Lippincott Williams and Wilkins Ltd.,https://journals.lww.com/co-ophthalmology/_layouts/15/1033/oaks.journals/subscriptionservices.aspx,Not Available,Unknown,Q1,Indexed,Not Available
Journal of Physiotherapy,Asociación Civil Científica de Difusión y Promoción de la Kinesiología,https://www.elsevier.com/journals/journal-of-physiotherapy/1836-9553/open-access-journal,2618-4095,No APC (DOAJ),Q1,Indexed,6 weeks
Osteoarthritis and Cartilage,Elsevier,https://www.elsevier.com/journals/osteoarthritis-and-cartilage/1063-4584/open-access-options,2665-9131,Has APC (See https://www.sciencedirect.com/journal/osteoarthritis-and-cartilage-open/publish/open-access-options),Q1,Indexed,Not Available
Brazilian Journal of Physical Therapy,Revista Brasileira de Fisioterapia,https://www.elsevier.com/journals/brazilian-journal-of-physical-therapy/1413-3555/open-access-options,Not Available,Unknown,Q1,Indexed,Not Available
Clinical Orthopaedics and Related Research,"ISSN: 15281132, 0009921X Journal Scope: Health Professions; Medicine",http://surl.li/cqysk,Not Available,Unknown,Q1,Indexed,Not Available
Rhinology,Frontiers Media S.A.,https://www.rhinologyjournal.com/Subscriptions.php,2673-6101,Has APC (See https://www.frontiersin.org/journals/allergy/for-authors/publishing-fees),Q1,Indexed,Not Available
